,event,date,magnitude,lat,lon
6161,Wildfire in The Democratic Republic of Congo 1019991,2024-06-21T19:00:00Z,,-8.649685319683224,22.001458998036497
6162,Wildfire in Russian Federation 1019992,2024-06-21T19:00:00Z,,55.08714133728924,120.89622025105916
6163,Wildfire in Russian Federation 1020026,2024-06-21T19:00:00Z,,55.772183493907,120.84152498314887
6164,Wildfire in Russian Federation 1020047,2024-06-21T19:00:00Z,,52.92784589438778,131.41158180829086
6165,Wildfire in Russian Federation 1020077,2024-06-21T19:00:00Z,,56.34161388656306,128.6292867518276
6166,"Foraker Wildfire, Denali, Alaska",2024-06-21T18:05:00Z,5905.4,63.259633,-151.812367
6167,"Upper Applegate 3900 Wildfire, Jackson, Oregon",2024-06-20T19:48:00Z,1143.0,42.1863889,-123.0472222
6168,Wildfire in Russian Federation 1019881,2024-06-20T19:00:00Z,,65.08566356533524,158.27788885548992
6169,Wildfire in Angola 1019882,2024-06-20T19:00:00Z,,-8.63949059889511,20.4045728927449
6170,Wildfire in Paraguay 1019903,2024-06-20T19:00:00Z,,-23.025452875384733,-56.22150582632299
6171,Wildfire in Brazil 1019904,2024-06-20T19:00:00Z,,-19.560941842077217,-57.37673797520459
6172,Wildfire in Russian Federation 1019917,2024-06-20T19:00:00Z,,54.57710801255013,118.90120566973688
6173,Wildfire in Russian Federation 1019916,2024-06-20T19:00:00Z,,67.1616109235857,146.00772206496612
6174,Wildfire in Russian Federation 1019938,2024-06-20T19:00:00Z,,54.65811570767716,118.78873351729804
6175,Wildfire in Australia 1019939,2024-06-20T19:00:00Z,,-18.56457715562435,125.1275080988405
6176,Wildfire in The Democratic Republic of Congo 1019953,2024-06-20T19:00:00Z,,-5.02515057262717,26.393032449984794
6177,Wildfire in Russian Federation 1020007,2024-06-20T19:00:00Z,,54.82142972591988,118.93422756761856
6178,Wildfire in Russian Federation 1020008,2024-06-20T19:00:00Z,,56.29478386974246,121.76063630199627
6179,Wildfire in Russian Federation 1020064,2024-06-20T19:00:00Z,,55.6000064903345,116.8018345373732
6180,Wildfire in Russian Federation 1020062,2024-06-20T19:00:00Z,,60.11837905652259,120.63826115018868
6181,Wildfire in Russian Federation 1020063,2024-06-20T19:00:00Z,,53.96699226740023,118.66208810881349
6182,Wildfire in Russian Federation 1020078,2024-06-20T19:00:00Z,,55.62371950851122,121.50908278957597
6183,"Noodor Wildfire, Yukon-Koyukuk, Alaska",2024-06-20T12:29:00Z,13806.7,65.845283,-147.58945
6184,"Van Hatten Wildfire, Yukon-Koyukuk, Alaska",2024-06-19T22:16:00Z,21516.3,65.490867,-142.317533
6185,Wildfire in Angola 1019872,2024-06-19T19:00:00Z,,-8.191226206335127,20.119758949608926
6186,Wildfire in Russian Federation 1019883,2024-06-19T19:00:00Z,,67.64510201272032,158.9132200346393
6187,Wildfire in Angola 1019884,2024-06-19T19:00:00Z,,-8.376287079385097,21.549042126505405
6188,Wildfire in Russian Federation 1019885,2024-06-19T19:00:00Z,,55.062059425559966,119.11759005497997
6189,Wildfire in Russian Federation 1019887,2024-06-19T19:00:00Z,,56.490232172007076,115.46825194024164
6190,Wildfire in Australia 1019886,2024-06-19T19:00:00Z,,-11.878579980773123,132.94303099969986
6191,Wildfire in Russian Federation 1019906,2024-06-19T19:00:00Z,,67.27932140050396,161.29616766202298
6192,Wildfire in Russian Federation 1019905,2024-06-19T19:00:00Z,,62.86108916873582,136.68283410243507
6193,Wildfire in Russian Federation 1019907,2024-06-19T19:00:00Z,,55.12996750463795,116.56245842849732
6194,Wildfire in Brazil 1019908,2024-06-19T19:00:00Z,,-20.626439063208384,-57.44591907861925
6195,Wildfire in Russian Federation 1019918,2024-06-19T19:00:00Z,,66.90117873901512,158.4035659422523
6196,Wildfire in The Democratic Republic of Congo 1019926,2024-06-19T19:00:00Z,,-3.200197917240775,24.151360044682345
6197,Wildfire in Russian Federation 1019927,2024-06-19T19:00:00Z,,54.982730443668025,119.29804284003144
6198,Wildfire in Russian Federation 1019928,2024-06-19T19:00:00Z,,57.24779022680168,121.20773876063409
6199,Wildfire in Russian Federation 1019940,2024-06-19T19:00:00Z,,55.28048644433544,117.06392551170667
6200,Wildfire in The Democratic Republic of Congo 1019955,2024-06-19T19:00:00Z,,-3.53341308730493,23.306267925985388
6201,Wildfire in Russian Federation 1019954,2024-06-19T19:00:00Z,,56.98242747943773,120.61499793678597
6202,Wildfire in The Democratic Republic of Congo 1019993,2024-06-19T19:00:00Z,,-3.818843557151401,23.668969008390025
6203,Wildfire in The Democratic Republic of Congo 1020009,2024-06-19T19:00:00Z,,-3.3414985713167615,23.611194320555565
6204,Wildfire in Russian Federation 1020010,2024-06-19T19:00:00Z,,59.5039934998454,119.09483660038077
6205,Wildfire in Russian Federation 1020011,2024-06-19T19:00:00Z,,61.29853033037048,120.34857147199115
6206,Wildfire in The Democratic Republic of Congo 1020027,2024-06-19T19:00:00Z,,-3.106235248543981,23.22535667743992
6207,"Little Underhill Creek Wildfire, Bethel, Alaska",2024-06-19T15:39:00Z,881.4,61.386267,-154.56365
6208,"Midnight Wildfire, Yukon-Koyukuk, Alaska",2024-06-19T12:19:00Z,50600.8,66.12945,-141.079167
6209,"Wawa Wildfire, Highlands, Florida",2024-06-19T10:13:00Z,833.0,27.579722,-81.259722
6210,Wildfire in Russian Federation 1019862,2024-06-18T19:00:00Z,,66.50562396978965,148.24692708678575
6211,Wildfire in Australia 1019888,2024-06-18T19:00:00Z,,-13.26977565296811,132.42429929090477
6212,Wildfire in Russian Federation 1019889,2024-06-18T19:00:00Z,,68.07691921719451,158.72781482284947
6213,Wildfire in Russian Federation 1019890,2024-06-18T19:00:00Z,,66.80037633935095,161.44811771571563
6214,Wildfire in Russian Federation 1019911,2024-06-18T19:00:00Z,,70.13968193835066,140.37399689802027
6215,Wildfire in Russian Federation 1019909,2024-06-18T19:00:00Z,,66.3251919709742,147.9735919148552
6216,Wildfire in Russian Federation 1019910,2024-06-18T19:00:00Z,,66.62983064262414,161.1522066717905
6217,Wildfire in Australia 1019912,2024-06-18T19:00:00Z,,-13.071141327799607,132.52516386701282
6218,Wildfire in Russian Federation 1019919,2024-06-18T19:00:00Z,,54.77994935440102,118.38909381549425
6219,Wildfire in Russian Federation 1019941,2024-06-18T19:00:00Z,,58.34364782673421,118.23687053623586
6220,Wildfire in The Democratic Republic of Congo 1019942,2024-06-18T19:00:00Z,,-3.609621669410874,23.7181096980281
6221,Wildfire in The Democratic Republic of Congo 1019956,2024-06-18T19:00:00Z,,-3.5367833570720246,23.869209413253678
6222,Wildfire in Russian Federation 1019972,2024-06-18T19:00:00Z,,61.05415433293636,120.57224503789729
6223,Wildfire in Russian Federation 1019973,2024-06-18T19:00:00Z,,59.103024256811395,119.98001772997878
6224,Wildfire in The Democratic Republic of Congo 1019994,2024-06-18T19:00:00Z,,-3.488057315681826,23.75234301139655
6225,"Schiff Wildfire, Sioux, Nebraska",2024-06-18T16:24:00Z,6576.0,42.006451,-103.424694
6226,"Big Yetna River Wildfire, Yukon-Koyukuk, Alaska",2024-06-18T13:39:00Z,1912.4,62.63,-158.74
6227,"Zimmerman Creek Wildfire, Yukon-Koyukuk, Alaska",2024-06-18T12:13:00Z,1934.1,62.59,-158.28
6228,"South Fork George River Wildfire, Bethel, Alaska",2024-06-18T03:59:00Z,7415.0,61.937117,-157.4235
6229,"Eightmile Creek Wildfire, Bethel, Alaska",2024-06-18T03:54:00Z,4379.7,61.80745,-157.591333
6230,"Portage Wildfire, Bethel, Alaska",2024-06-18T03:42:00Z,823.4,61.86055,-157.902383
6231,"Lower Meadow Creek Wildfire, Yukon-Koyukuk, Alaska",2024-06-18T02:30:00Z,6091.9,63.468667,-154.790333
6232,"Owhat River Wildfire, Bethel, Alaska",2024-06-18T00:09:00Z,1159.0,61.849517,-159.217667
6233,"Muskeg Creek Wildfire, Bethel, Alaska",2024-06-17T23:15:00Z,640.0,61.55,-156.31
6234,"Togiak River Wildfire, Dillingham, Alaska",2024-06-17T21:50:00Z,644.2,59.4431,-159.7532
6235,"Kako Wildfire, Kusilvak, Alaska",2024-06-17T21:24:00Z,555.5,62.061167,-161.494
6236,"Oskawalik River Wildfire, Bethel, Alaska",2024-06-17T20:28:00Z,3318.41,61.6669,-158.0076
6237,"Aniak River Wildfire, Bethel, Alaska",2024-06-17T20:24:00Z,1876.0,61.2202,-159.059039
6238,Wildfire in Australia 1019863,2024-06-17T19:00:00Z,,-15.621904848555948,129.760891149914
6239,Wildfire in United States 1019864,2024-06-17T19:00:00Z,,33.27657379697286,-105.64559906199449
6240,Wildfire in Australia 1019865,2024-06-17T19:00:00Z,,-13.043628596681506,133.5260614346419
6241,Wildfire in United States 1019866,2024-06-17T19:00:00Z,,39.26009852148929,-122.42967737380634
6242,Wildfire in Brazil 1019867,2024-06-17T19:00:00Z,,-19.289342140903017,-57.17370557813702
6243,Wildfire in The Democratic Republic of Congo 1019873,2024-06-17T19:00:00Z,,-5.483407883842133,25.93837186934699
6244,Wildfire in Australia 1019874,2024-06-17T19:00:00Z,,-12.531122608190255,133.48345853995323
6245,Wildfire in Australia 1019891,2024-06-17T19:00:00Z,,-12.99248176334612,132.12589324891877
6246,Wildfire in The Democratic Republic of Congo 1019892,2024-06-17T19:00:00Z,,-3.3398128457860636,24.564823297642395
6247,Wildfire in The Democratic Republic of Congo 1019893,2024-06-17T19:00:00Z,,-3.5878300765150968,24.44278198149758
6248,Wildfire in The Democratic Republic of Congo 1019894,2024-06-17T19:00:00Z,,-3.3760737617380507,23.398607490212864
6249,Wildfire in Russian Federation 1019914,2024-06-17T19:00:00Z,,67.78669348339186,154.8751690049775
6250,Wildfire in Russian Federation 1019913,2024-06-17T19:00:00Z,,55.37493343467848,117.156384576644
6251,Wildfire in Russian Federation 1019920,2024-06-17T19:00:00Z,,59.3206312976344,118.12026830409896
6252,Wildfire in The Democratic Republic of Congo 1019930,2024-06-17T19:00:00Z,,-3.6999125115565206,23.801068548592344
6253,Wildfire in Russian Federation 1019929,2024-06-17T19:00:00Z,,60.09642754978722,134.09096182505658
6254,Wildfire in The Democratic Republic of Congo 1019957,2024-06-17T19:00:00Z,,-3.235610843512533,23.991147612715384
6255,Wildfire in The Democratic Republic of Congo 1019958,2024-06-17T19:00:00Z,,-3.023625690769941,24.285591389120892
6256,Wildfire in The Democratic Republic of Congo 1019959,2024-06-17T19:00:00Z,,-3.1648363028392614,23.751863615807252
6257,Wildfire in The Democratic Republic of Congo 1019974,2024-06-17T19:00:00Z,,-3.6498378131526383,23.417496585842695
6258,Wildfire in The Democratic Republic of Congo 1019975,2024-06-17T19:00:00Z,,-3.5323890912987506,23.310448021984435
6259,Wildfire in The Democratic Republic of Congo 1019976,2024-06-17T19:00:00Z,,-3.2860033291387465,23.75133375993904
6260,Wildfire in The Democratic Republic of Congo 1020028,2024-06-17T19:00:00Z,,-3.2998199691050316,23.170851332567587
6261,"SALT Wildfire, Otero, New Mexico",2024-06-17T17:32:00Z,7939.0,33.24295,-105.70833
6262,"SITES Wildfire, Colusa, California",2024-06-17T16:40:00Z,19195.0,39.308886,-122.338129
6263,"SOUTH FORK Wildfire, Otero, New Mexico",2024-06-17T11:30:00Z,17569.0,33.343147,-105.791419
6264,"Morris Marina Road Wildfire, Carteret, North Carolina",2024-06-17T10:54:00Z,545.0,34.8941667,-76.3272222
6265,"American Creek Wildfire, Lake and Peninsula, Alaska",2024-06-16T20:35:00Z,4650.5,58.899167,-155.518
6266,Wildfire in United States 1019855,2024-06-16T19:00:00Z,,33.36714566463279,-105.72193942407317
6267,Wildfire in Russian Federation 1019870,2024-06-16T19:00:00Z,,65.7126495004195,157.9826588364988
6268,Wildfire in Russian Federation 1019871,2024-06-16T19:00:00Z,,66.77270863830982,146.71738424130103
6269,Wildfire in The Democratic Republic of Congo 1019876,2024-06-16T19:00:00Z,,-7.421050231095639,18.47351175871417
6270,Wildfire in Australia 1019875,2024-06-16T19:00:00Z,,-12.79456054460986,131.8548805299909
6271,Wildfire in Russian Federation 1019895,2024-06-16T19:00:00Z,,59.948255397135014,132.99665993798027
6272,Wildfire in Russian Federation 1019896,2024-06-16T19:00:00Z,,67.70905100231123,150.03649574237724
6273,Wildfire in The Democratic Republic of Congo 1019960,2024-06-16T19:00:00Z,,-3.148334769626071,23.288364338413327
6274,"POINT Wildfire, Sonoma, California",2024-06-16T15:34:00Z,1207.0,38.705475,-123.012253
6275,Wildfire in Australia 1019877,2024-06-15T19:00:00Z,,-12.709614536530445,133.57410753730048
6276,Wildfire in Russian Federation 1019878,2024-06-15T19:00:00Z,,54.66212330033214,118.4396590811444
6277,Wildfire in The Democratic Republic of Congo 1019897,2024-06-15T19:00:00Z,,-3.5668065626110232,23.409917982583444
6278,Wildfire in Russian Federation 1019943,2024-06-15T19:00:00Z,,59.21789446093333,131.01929688331307
6279,Wildfire in Russian Federation 1019944,2024-06-15T19:00:00Z,,53.17933465144364,127.78985848129133
6280,Wildfire in The Democratic Republic of Congo 1019961,2024-06-15T19:00:00Z,,-3.72257323448695,23.70060668169016
6281,"POST Wildfire, Los Angeles, California",2024-06-15T16:53:00Z,15563.0,34.80285,-118.8776
6282,"BEAM ROAD Wildfire, Yakima, Washington",2024-06-15T16:25:00Z,8542.0,46.43,-120.16
6283,Wildfire in Russian Federation 1019856,2024-06-14T19:00:00Z,,64.51608237614225,156.6579489049529
6284,Wildfire in Australia 1019921,2024-06-14T19:00:00Z,,-12.692855290768078,133.8084295746232
6285,"Foote Wildfire, Greenlee, Arizona",2024-06-14T17:07:00Z,4568.0,33.645649,-109.1711
6286,Wildfire in Brazil 1019839,2024-06-13T19:00:00Z,,-17.671302478650173,-57.28393213498251
6287,Wildfire in Botswana 1019845,2024-06-13T19:00:00Z,,-20.02206700721789,24.83401145650008
6288,Wildfire in Australia 1019853,2024-06-13T19:00:00Z,,-13.121198778578076,132.08417267814752
6289,Wildfire in Russian Federation 1019857,2024-06-13T19:00:00Z,,60.04986605415172,134.13260040393624
6290,Wildfire in Russian Federation 1019868,2024-06-13T19:00:00Z,,66.34800010503768,149.44755942026507
6291,Wildfire in Australia 1019898,2024-06-13T19:00:00Z,,-12.750722951250086,134.01157930735363
6292,Wildfire in Russian Federation 1019899,2024-06-13T19:00:00Z,,66.0533143300944,137.03452360301566
6293,"Tututalak Wildfire, Northwest Arctic, Alaska",2024-06-13T18:54:00Z,8533.5,67.915833,-162.112667
6294,"Little Twist Wildfire, Beaver, Utah",2024-06-13T18:28:00Z,5367.0,38.183525,-112.472923
6295,"Urgoon Wildfire, Northwest Arctic, Alaska",2024-06-13T16:12:00Z,6082.6,67.781833,-162.4155
6296,Wildfire in Zambia 1019840,2024-06-12T19:00:00Z,,-14.774490930290243,26.468053102960674
6297,Wildfire in Australia 1019841,2024-06-12T19:00:00Z,,-16.628472234184954,137.3280985860007
6298,Wildfire in Australia 1019842,2024-06-12T19:00:00Z,,-16.660030796521053,137.1618343375941
6299,Wildfire in Russian Federation 1019846,2024-06-12T19:00:00Z,,59.16594147671801,131.4354712009206
6300,Wildfire in Australia 1019847,2024-06-12T19:00:00Z,,-13.48843052157011,132.1889824594143
6301,Wildfire in Bolivia 1019858,2024-06-12T19:00:00Z,,-16.130845497248135,-60.32042337869555
6302,Wildfire in The Democratic Republic of Congo 1019900,2024-06-12T19:00:00Z,,-3.8754318948046156,23.75848167729023
6303,Wildfire in Russian Federation 1019962,2024-06-12T19:00:00Z,,56.147023560029425,120.11955996794964
6304,"Goldbug Wildfire, Northwest Arctic, Alaska",2024-06-12T16:13:00Z,7639.1,65.73,-162.48
6305,"Lone Fire Wildfire, Roosevelt, Montana",2024-06-12T11:12:00Z,0.5,48.114224,-105.668216
6306,"Chelsea Slough Fire Wildfire, Roosevelt, Montana",2024-06-12T11:08:00Z,2.3,48.131857,-105.338766
6307,"Pit Fire Wildfire, Roosevelt, Montana",2024-06-12T11:04:00Z,1.0,48.0773,-105.633388
6308,"South Ditch Wildfire, Fergus, Montana",2024-06-12T11:03:00Z,3.0,47.196479,-109.645068
6309,"Gate Fire Wildfire, Roosevelt, Montana",2024-06-12T10:55:00Z,2.1,48.066644,-105.665969
6310,"Fort Peck Tribal Dump Ground Wildfire, Roosevelt, Montana",2024-06-12T10:52:00Z,0.02,48.10491,-105.17975
6311,"Dry Creek - Custer Wildfire, Custer, Montana",2024-06-12T10:41:00Z,1.7,46.215133,-105.763867
6312,"Spring Gulch Wildfire, Yavapai, Arizona",2024-06-12T01:43:00Z,0.1,34.457199,-112.028999
6313,"Pine Creek Wildfire, Lincoln, Montana",2024-06-12T00:36:00Z,9.4,48.596518,-115.982966
6314,"VALENTINE Wildfire, Mono, California",2024-06-12T00:14:00Z,0.1,37.633773,-118.925314
6315,"Elk Haven Wildfire, Lincoln, Montana",2024-06-11T23:50:00Z,0.1,48.949077,-115.62767
6316,"RABBIT CREEK Wildfire, Okanogan, Washington",2024-06-11T23:30:00Z,1.0,48.821597,-119.688449
6317,"Spring Wildfire, Powder River, Montana",2024-06-11T23:29:00Z,5.75,45.148167,-105.90575
6318,"PHILLEO Wildfire, Stevens, Washington",2024-06-11T23:08:00Z,0.1,48.408251,-117.860452
6319,"Round Lake Wildfire, Klamath, Oregon",2024-06-11T21:35:00Z,0.37,42.20675,-121.914897
6320,"Waddle Wildfire, Elko, Nevada",2024-06-11T20:51:00Z,0.1,41.03323,-115.82652
6321,"Shute Wildfire, Lincoln, Wyoming",2024-06-11T20:42:00Z,17.5,42.26215,-110.4532
6322,"0221 NE DARLENE 2 Wildfire, Deschutes, Oregon",2024-06-11T20:34:00Z,6.0,43.652785,-121.476282
6323,"Sego Wildfire, Dolores, Colorado",2024-06-11T20:31:00Z,0.1,37.639667,-108.913133
6324,"Stuart 3 Wildfire, Fairbanks North Star, Alaska",2024-06-11T20:20:00Z,0.1,66.683013,-146.561998
6325,"Cold Spring Ln Wildfire, Columbia, Washington",2024-06-11T20:18:00Z,0.25,46.302211,-118.022489
6326,"Cedar City Assist 01 Wildfire, Iron, Utah",2024-06-11T19:45:00Z,1.5,37.674879,-113.185101
6327,"MPMG Wildfire, Fairbanks North Star, Alaska",2024-06-11T19:17:00Z,0.1,64.810283,-147.656117
6328,"Longs Ranch Wildfire, Douglas, Oregon",2024-06-11T19:13:00Z,0.01,43.32234447,-123.5338685
6329,Wildfire in China 1019836,2024-06-11T19:00:00Z,,36.031661543156666,112.13231659287177
6330,Wildfire in Russian Federation 1019848,2024-06-11T19:00:00Z,,53.27742275722371,128.66495544704927
6331,Wildfire in Russian Federation 1019849,2024-06-11T19:00:00Z,,62.769134900333306,136.2825117087701
6332,Wildfire in Brazil 1019850,2024-06-11T19:00:00Z,,-19.780401642890286,-56.33117041317782
6333,Wildfire in Australia 1019854,2024-06-11T19:00:00Z,,-14.282982474581985,130.26648020718562
6334,"Wildfire in Botswana, Namibia 1019859",2024-06-11T19:00:00Z,,-18.067359525469087,22.948394283062314
6335,"South Devils Corral Wildfire, Jerome, Idaho",2024-06-11T18:57:00Z,38.0,42.600086,-114.369453
6336,"Lakeshore Dr. Wildfire, Josephine, Oregon",2024-06-11T18:51:00Z,0.01,42.26686509,-123.5792797
6337,"QUAKE Wildfire, Benton, Washington",2024-06-11T18:49:00Z,10.0,46.193834,-119.267871
6338,"Cat Tail Creek Wildfire, Jackson, Oregon",2024-06-11T18:49:00Z,0.55,42.56046667,-122.6538
6339,"Deviation Wildfire, Northwest Arctic, Alaska",2024-06-11T18:41:00Z,80.0,66.928278,-160.695648
6340,"Gyer Wildfire, Lake, Oregon",2024-06-11T18:40:00Z,0.25,42.913761,-121.183538
6341,"Trail Wildfire, Washoe, Nevada",2024-06-11T18:12:00Z,178.0,39.625623,-119.764023
6342,"GROVE Wildfire, Spokane, Washington",2024-06-11T17:40:00Z,75.0,47.58265,-117.487836
6343,"LA PORTE Wildfire, Butte, California",2024-06-11T17:16:00Z,1.8,39.390536,-121.403826
6344,"WATKINS Wildfire, Mariposa, California",2024-06-11T17:15:00Z,1.0,37.783315,-119.539277
6345,"Warm Creek Wildfire, Jerome, Idaho",2024-06-11T17:09:00Z,5.0,42.602062,-114.458227
6346,"PRESTON ROAD Wildfire, Okanogan, Washington",2024-06-11T16:16:00Z,0.1,48.215485,-120.132973
6347,"STODDARD 3 Wildfire, San Bernardino, California",2024-06-11T16:14:00Z,350.0,34.785296,-117.055431
6348,"Lake Creek Wildfire, Harney, Oregon",2024-06-11T15:47:00Z,1.0,43.751269,-119.227055
6349,"Snow Ranch Wildfire, Archuleta, Colorado",2024-06-11T14:37:00Z,2.0,37.253575,-107.220193
6350,"E Antelope Rd 2528 Wildfire, Jackson, Oregon",2024-06-11T13:29:00Z,0.5,42.41375,-122.7488833
6351,"Wildcat Wildfire, Tooele, Utah",2024-06-11T12:10:00Z,0.1,40.47799,-113.296123
6352,"Bogners - Carter Wildfire, Carter, Montana",2024-06-11T11:27:00Z,0.1,45.21458,-105.00292
6353,"CARO Wildfire, Spokane, Washington",2024-06-11T11:16:00Z,0.1,47.649666,-117.293534
6354,"WILDCAT CREEK Wildfire, Caddo, Oklahoma",2024-06-11T10:43:00Z,0.1,35.296944,-98.256944
6355,"PALISADES ROAD Wildfire, Douglas, Washington",2024-06-11T08:48:00Z,693.0,47.275592,-120.012476
6356,"D54 STUCK VEHICLE 2S66 Wildfire, Tuolumne, California",2024-06-10T21:52:00Z,0.01,37.79836,-119.96652
6357,"Timber Butte Wildfire, Klamath, Oregon",2024-06-10T20:53:00Z,0.1,43.316,-121.476333
6358,"ADOBE 3 Wildfire, Sonoma, California",2024-06-10T20:46:00Z,0.5,38.238583,-122.531283
6359,"ADOBE 2 Wildfire, Sonoma, California",2024-06-10T20:44:00Z,0.05,38.240033,-122.533917
6360,"Black Wildfire, Gila, Arizona",2024-06-10T20:22:00Z,1.0,33.986,-110.529833
6361,"I-5 MM 18 Wildfire, Jackson, Oregon",2024-06-10T20:21:00Z,0.01,42.21833333,-122.7138333
6362,"ASSIST/KRN/48A Wildfire, Kern, California",2024-06-10T19:37:00Z,0.1,35.223745,-117.962179
6363,"I 80  / CUMMINGS SKWY Wildfire, Contra Costa, California",2024-06-10T19:35:00Z,0.01,38.045173,-122.238293
6364,"Wildfire in Bolivia, Brazil 1019827",2024-06-10T19:00:00Z,,-19.98358757004916,-57.96180469872408
6365,Wildfire in The Democratic Republic of Congo 1019831,2024-06-10T19:00:00Z,,-8.449158839527039,25.048072842072497
6366,Wildfire in Australia 1019837,2024-06-10T19:00:00Z,,-17.064177309559632,128.756296444836
6367,Wildfire in Australia 1019844,2024-06-10T19:00:00Z,,-14.453578007520827,130.11084389489514
6368,Wildfire in Russian Federation 1019843,2024-06-10T19:00:00Z,,53.328215689594266,128.92521909629454
6369,Wildfire in Australia 1019851,2024-06-10T19:00:00Z,,-14.388250095459364,130.1599674966007
6370,Wildfire in The Democratic Republic of Congo 1019869,2024-06-10T19:00:00Z,,-3.3985815757509625,24.211050380988084
6371,Wildfire in Russian Federation 1019901,2024-06-10T19:00:00Z,,59.91720308563306,133.13202920201394
6372,"Canal Wildfire, Maricopa, Arizona",2024-06-10T18:22:00Z,0.1,33.449053,-111.893383
6373,"Wickiup Wildfire, Klamath, Oregon",2024-06-10T18:01:00Z,2.3,43.348265,-121.358369
6374,"2452 Wildfire, Harney, Oregon",2024-06-10T17:03:00Z,0.01,43.592621,-119.866325
6375,"Heart Lake Camp Fire Wildfire, Lake, Oregon",2024-06-10T17:01:00Z,0.1,42.2573,-120.8387
6376,"Beaver Creek Wildfire, Oneida, Wisconsin",2024-06-10T15:47:00Z,0.01,45.58691,-89.28561
6377,"FALSE ALARM Wildfire, Los Angeles, California",2024-06-10T15:15:00Z,0.1,34.221009,-118.2059
6378,"Drake Wildfire, Maricopa, Arizona",2024-06-10T15:15:00Z,0.1,33.256332,-111.946942
6379,"Peacock Wildfire, Mohave, Arizona",2024-06-10T14:41:00Z,255.0,35.3187,-113.7994
6380,"CRAWFISH Wildfire, Fresno, California",2024-06-10T13:25:00Z,0.01,36.719509,-119.376299
6381,"Butler Rd Slash Wildfire, Lane, Oregon",2024-06-10T13:22:00Z,0.46,44.12105,-123.390735
6382,"RAILROAD Wildfire, Shasta, California",2024-06-10T12:38:00Z,0.01,40.557538,-122.38896
6383,"TRAINING Wildfire, San Bernardino, California",2024-06-10T12:06:00Z,0.01,35.41111,-115.768204
6384,"Christi Court Wildfire, Brevard, Florida",2024-06-10T11:12:00Z,1.0,28.6035,-80.843833
6385,"BLUEBELL Wildfire, Valencia, New Mexico",2024-06-10T09:24:00Z,0.5,34.74559,-106.7646
6386,"School 124 Wildfire, Mohave, Arizona",2024-06-09T23:00:00Z,0.5,35.53435,-113.425844
6387,Wildfire in The Democratic Republic of Congo 1019820,2024-06-09T19:00:00Z,,-6.321017773009712,19.524549447533417
6388,Wildfire in Australia 1019829,2024-06-09T19:00:00Z,,-19.151149710433955,145.97078668581128
6389,Wildfire in Australia 1019830,2024-06-09T19:00:00Z,,-16.609373940490848,144.90579302774964
6390,Wildfire in Angola 1019823,2024-06-09T19:00:00Z,,-8.627310716730873,21.72731383847351
6391,Wildfire in The Democratic Republic of Congo 1019824,2024-06-09T19:00:00Z,,-8.744141171555189,27.01164841093055
6392,"Wildfire in Paraguay, Brazil 1019838",2024-06-09T19:00:00Z,,-20.9432944839143,-57.83145858799635
6393,Wildfire in Australia 1019852,2024-06-09T19:00:00Z,,-14.447093138560433,126.96293200047403
6394,"Wildfire in Bolivia, Brazil 1019922",2024-06-09T19:00:00Z,,-16.531067163196745,-58.41636873092998
6395,"0205 RV Wildfire, Crook, Oregon",2024-06-09T17:04:00Z,0.1,43.996779,-120.129216
6396,"Springhill Wildfire, Leon, Florida",2024-06-09T16:25:00Z,0.1,30.3757,-84.356583
6397,"Greasewood Wildfire, Pinal, Arizona",2024-06-09T13:40:00Z,1.5,33.03132,-111.574735
6398,"Bills Hill Wildfire, Volusia, Florida",2024-06-09T11:35:00Z,1.0,28.392218,-80.607713
6399,"Highway Wildfire, Maricopa, Arizona",2024-06-09T10:04:00Z,0.1,33.259701,-111.952003
6400,"Tumbleweed Wildfire, Cochise, Arizona",2024-06-08T21:59:00Z,0.1,31.543698,-109.749395
6401,"TEN MILE Wildfire, Benton, Washington",2024-06-08T21:25:00Z,3.5,46.361331,-119.450893
6402,"Owl Wildfire, Yukon-Koyukuk, Alaska",2024-06-08T19:12:00Z,15963.5,66.15,-142.17
6403,Wildfire in Russian Federation 1019832,2024-06-08T19:00:00Z,,62.79173199039873,136.05409473202397
6404,Wildfire in Australia 1019860,2024-06-08T19:00:00Z,,-17.218158897120496,143.418907645641
6405,"McDonald Wildfire, Fairbanks North Star, Alaska",2024-06-08T17:30:00Z,153368.2,64.364833,-147.107167
6406,"PIONEER Wildfire, Chelan, Washington",2024-06-08T17:28:00Z,33761.0,48.182553,-120.530919
6407,"GRIZZLY Wildfire, Nevada, California",2024-06-08T16:46:00Z,0.66,39.402733,-120.88991
6408,"Lutheran Wildfire, Gila, Arizona",2024-06-08T16:17:00Z,0.1,33.3071,-110.45
6409,"Bear Wildfire, Gila, Arizona",2024-06-08T15:32:00Z,446.0,33.934414,-110.522289
6410,"BULLARDS Wildfire, Yuba, California",2024-06-08T15:32:00Z,0.1,39.464824,-121.073112
6411,"Vekol Wildfire, Maricopa, Arizona",2024-06-08T14:02:00Z,23.0,32.840302,-112.257004
6412,"Owl Head Wildfire, Pinal, Arizona",2024-06-08T10:42:00Z,0.1,32.576,-111.128
6413,"SPRINGS Wildfire, Siskiyou, California",2024-06-07T22:49:00Z,11.11,41.474683,-122.520453
6414,"Cienega Creek Wildfire, Apache, Arizona",2024-06-07T21:25:00Z,50.0,33.800217,-109.296455
